SID,NOMBRE,FECHA_NAC,GENERO,CURP,FECHA_ACT
8006,Montserrat Aguilar Cabrera,1986-06-10,F,AUCM860610MDFGBN59,2024-12-23
8007,Guadalupe Martha Delgado Herrera,1994-09-27,F,DEHG940927MNELRD87,2024-09-04
8008,Axel Gustavo Suárez López,1991-10-19,M,SULA911019HDFRPX35,2025-01-13
8009,Patricia Álvarez Molina,1991-11-05,F,AAMP911105MMCLLT76,25-01-2025
8010,Miguel Aguilar Ruiz,1995-12-06,M,AURM951206HDFGZG58,2024-09-08
8011,Carlos Pérez Cervantes,1996-01-07,M,PECC960107HDFRRR59,2024-12-06
8012,Arturo Cervantes Valencia,2003-04-18,M,CEVA030418HMCRLR47,2025-02-09
8013,Dulce Norma Vargas García,1994-12-20,F,VAGD941220MDFRRL95,2024-10-21
8014,Sergio Torres Ruiz,1989-03-11,M,TORS890311HDFRZR10,2025-01-02
8015,Salvador Morales Cortés,2000-05-17,M,MOCS000517HDFRRL90,2024-10-26
8016,Fernanda Martínez Valencia,1998-05-12,F,MAVF980512MMCRLR17,2024-11-05
8017,Luis Ortiz Cabrera,1994-10-20,M,OICL941020HMCRBS06,2024-12-18
8018,Oscar Ríos Zavala,1985-07-14,M,ROZO850714HDFSVS94,2024-11-26
8019,Patricia Ramírez Suárez,1992-04-23,F,RASP920423MMCMRT85,2024-12-15
8020,Perla Romero Castillo,1985-07-25,F,ROCP850725MDFMSR42,08/22/2024
8021,Valentina Diana Domínguez Ríos,2000-05-01,F,DORV000501MDFMSL60,2024-08-21
8022,David Javier Torres Rivera,1989-02-18,M,TORD890218HDFRVV85,2024-10-26
8023,Elena Trejo Reyes,1993-09-29,F,TERE930929MDFRYL91,2025-02-23
8024,Ana Estrada Velázquez,2002-07-13,F,EAVA020713MDFSLN75,2024-08-02
8025,Emilio Uriel Rojas Vargas,1992-05-23,Femenino,ROVE920523HJCJRM30,2024-10-25
8026,Brandon Jiménez Rangel,2002-10-12,M,JIRB021012HMCMNR83,2024-12-21
8027,Vanessa Gutiérrez Orozco,2003-02-24,,GUOV030224MDFTRN75,2024-10-26
8028,Rafael Oscar Palacios García,1997-09-01,M,PAGR970901HDFLRF06,2024-11-16
8029,Elena Cervantes Jiménez,2000-12-12,F,CEJE001212MMCRML25,2024-12-28
8030,Teresa Molina Domínguez,1992-01-02,F,MODT920102MDFLMR28,2025-02-24
8031,Ángel Torres Herrera,1990-12-27,M,TOHA901227HDFRRN09,2024-12-13
8032,Daniel Cortés Camacho,2001-10-01,M,COCD011001HDFRMN80,2024-12-20
8033,Javier Zavala Romero,1992-04-09,M,ZARJ920409HMCVMV60,2024-09-12
8034, Ximena González Camacho,1998-10-17,F,GOCX981017MDFNMM61,2024-10-26
8035,Kevin Cabrera Vargas,2004-03-02,M,CAVK040302HDFBRV47,2025-01-25
8036,José  José  Martínez  Reyes,1990-04-20,M,MARJ900420HNERYS63,2025-02-04
8037,Emilio Oscar Castillo González,1987-05-26,M,CAGE870526HDFSNM88,2025-02-27
8038,Silvia Morales Cruz,2001-05-22,F,MOCS010522MMCRRL91,2024-08-12
8039,Sebastián Pérez Herrera,1997-06-09,Femenino,PEHS970609HMCRRB26,2024-11-09
8040,Diana Álvarez Rodríguez,1992-05-04,F,AARD920504MMCLDN10,2025-02-15
8041,Nayeli Cortés Jiménez,1985-08-22,F,COJN850822MDFRMY48,2025-02-20
8042,Pedro Luis Díaz Mejía,1995-08-15,M,DAMP950815HDFZJD96,2025-01-01
8043,Erika Guerrero Moreno,1992-12-15,F,GUME921215MNERRR69,2024/08/27
8044,Uriel Castillo Zavala,2004-12-24,M,CAZU041224HMCSVR61,2024-11-13
8045,Martín Carlos Núñez Ramos,2002-02-28,M,NERM020228HDFZMR05,2024-12-26
8046,David Salvador Morales Soto,11/05/1997,M,MOSD971105HMCRTV92,2025-01-18
8047,Alicia Soto Cruz,1988-04-30,F,,2024-10-17
8048,Brenda Mejía Muñoz,1987-04-24,F,MEMB870424MDFJZR68,2024-09-17
8049,Fernanda Ramos Cabrera,1987-07-22,F,RACF870722MDFMBR41,2025-02-13
8050,Diego Iván Romero Hernández,1994-06-30,M,ROHD940630HDFMRG15,2024-08-28
8051,Susana Daniela Díaz Medina,2004-02-12,F,DAMS040212MDFZDS87,2024-10-23
8052,Jesús Morales Bautista,2002-02-15,M,MOBJ020215HDFRTS87,2024-09-07
8053,Susana Cruz Estrada,1993-07-26,F,CUES930726MMCRSS79,2024-12-14
8054,Paola Daniela Guerrero Ramos,2001-09-12,F,GURP010912MDFRML21,2024-10-14
8055,Rocío Díaz Campos,2002-10-13,F,DACR021013MDFZMC07,2024-12-27
,Rocío Díaz Campos,2002-10-13,F,DACR021013MDFZMC07,2024-12-27
8056,Itzel Mariana Figueroa Silva,1986-11-03,F,FISI861103MDFGLT04,2024-11-07
8057,Gustavo Sandoval Ríos,1994-11-22,M,SARG941122HCSNSS00,2024-11-06
8058,Daniel Ricardo Camacho Castillo,1994-03-22,M,CACD940322HDFMSN67,2024-11-18
8059,Arturo Soto Muñoz,2001-10-27,M,SOMA011027HDFTZR50,2024-12-23
8060,Fernando Alan Martínez Castro,1996-12-13,M,MACF961213HMCRSR80,2024-08-31
8061,Diego  Salazar  Camacho,1989-12-31,M,SACD891231HDFLMG21,2025-02-06
8062,Rocio Figueroa Ortiz,1999-06-08,F,FIOR990608MDFGRC68,2024-11-05
8063,Oscar Cabrera Moreno,2006-12-17,M,CAMO061217HQTBRS27,2024-08-26
8064,Enrique Mendoza Ríos,1985-05-21,M,MERE850521HDFNSN00,2024-12-08
8065,Carolina Suárez Gómez,1998-11-18,F,SUGC981118MDFRMR02,2025-02-08
8066,Sebastián Arturo Acosta Estrada,1986-07-04,M,AOES860704HDFCSB14,2024-08-27
8067,Martha Campos Mendoza,1989-04-03,F,CAMM890403MDFMNR70,2024-11-13
8068,Ximena Castro Ibarra,2003-06-01,F,CAIX030601MDFSBM73,2025-02-27
8069,Nayeli Orozco Ruiz,1988-01-28,F,OORN880128MDFRZY56,2024-12-28
8070,Gabriel Estrada Ramírez,2006-03-15,M,EARG060315HDFSMB63,2024-09-10
8071,Daniela Karla Carmona García,1988-04-02,F,CAGD880402MDFRRN95,2024-12-03
8072,Felipe Brandon Vázquez Rosales,1996-01-01,M,VURF960101HMCZSL88,2024-12-10
8073,Uriel Muñoz Núñez,2000-05-10,M,MUNU000510HDFZZR64,2024-12-24
8074,Susana Reyes Domínguez,1993-08-02,F,REDS930802MNEYMS00,2024-12-19
8075,Verónica Martínez Carmona,1995-12-16,F,MACV951216MMCRRR65,2025-02-17
8076,Paola Ortiz Ruiz,1998-07-09,F,OIRP980709MDFRZL82,2024-11-18
8077,Juan Cortés Rangel,1996-03-18,M,CORJ960318HDFRNN14,2024-12-21
8078,Fernanda Verónica Cortés Morales,2005-12-25,F,COMF051225MDFRRR38,2024-09-09
8079,Ramón Ríos Velázquez,2003-03-16,M,ROVR030316HMCSLM47,2025-01-16
8080,Iván Romero Rojas,2002-04-16,M,RORI020416HDFMJV64,2025-01-31
8081,Alejandra Zavala Cabrera,2002-12-27,F,ZACA021227MDFVBL87,2024-12-31
,Alejandra Zavala Cabrera,2002-12-27,F,ZACA021227MDFVBL87,2024-12-31
8082,Catalina Itzel Trejo Ortiz,1995-10-29,F,TEOC951029MDFRRT81,2024-12-14
8083,Adrián González Suárez,2003-07-19,M,GOSA030719HMCNRD71,2024-10-25
8084,Regina Guadalupe Aguilar Morales,1992-06-29,F,AUMR920629MDFGRG73,2025-02-04
8085,David Guerrero Navarro,1999-02-21,M,GUND990221HMCRVV94,2024-09-11
8086,Gabriela Laura Muñoz Salazar,2000-12-04,F,MUSG001204MDFZLB87,2025-02-15
8087,Regina Estrada Silva,1995-06-08,F,EASR950608MDFSLG94,26/12/2024
8088,Andrea Mejía Hernández,2006-11-16,F,MEHA061116MMCJRN67,2024-08-05
8089,Vanessa Bautista Orozco,1987-03-25,F,BAOV870325MDFTRN10,2024-12-18
8090,Eduardo Fernando Castro García,1998-07-31,M,CAGE980731HDFSRD59,2024-11-22
8091,Javier Ismael Herrera Álvarez,1992-06-09,M,PENDIENTE,2024-10-15
8092,Adrián Gutiérrez Muñoz,2000-08-31,M,GUMA000831HDFTZD21,2024-11-19
8093,Raquel González Camacho,30/04/1993,F,GOCR930430MDFNMQ74,2024-11-05
8094,Camila Orozco Gómez,2002-05-25,F,OOGC020525MDFRMM94,2025-02-28
8095,Cecilia Rivera Domínguez,01/03/2002,F,RIDC020103MDFVMC86,2025-02-24
8096,Martín Javier Ibarra Zavala,2002-07-26,M,IAZM020726HDFBVR94,2024-10-31
8097,Valeria Zavala Ramos,2002-12-17,F,ZARV021217MDFVML63,2024-08-09
8098,Sebastián Eduardo Molina Molina,2004-10-01,M,MOMS041001HDFLLB51,2024-08-24
8099,Jorge Aguilar Cabrera,1999-02-12,M,AUCJ990212HDFGBR42,2025-01-12
8100,Nayeli Gabriela Ramos Vargas,1992-08-30,F,RAVN920830MMCMRY77,2024-10-12
8101,Susana Sánchez González,1992-07-10,F,SEGS920710MMCNNS60,2025-01-12
8102,Sofía Delgado Flores,2005-10-08,F,DEFS051008MMCLLF79,2024-09-13
8103,Gerardo Cervantes Castillo,27/05/1996,M,CECG960527HMCRSR84,2025-01-14
8104,Mariana Muñoz Sánchez,1994-11-07,F,MUSM941107MPLZNR64,2024-08-13
8105,Diana Cortés Sandoval,2001-03-30,F,COSD010330MDFRNN20,2024-10-05
8106,Omar Saúl Medina Guerrero,2002-06-20,M,MEGO020620HDFDRM33,2024-10-22
8107,Laura López Guerrero,1992-12-30,F,LEGL921230MDFPRR72,2024-09-28
8108,Cecilia Renata Vargas Camacho,1998-05-12,F,VACC980512MMCRMC68,2025-02-20
8109,Néstor Jiménez Cervantes,1995-05-25,M,JICN950525HDFMRS02,2024-08-02
8110,diego acosta gonzález,17-04-2006,M,AOGD060417HDFCNG48,2024-10-02
8111,Patricia Rodríguez Vázquez,2003-06-18,F,ROVP030618MMCDZT04,2024-11-02
8112,Ana Ibarra Fuentes,1986-10-06,F,IAFA861006MMCBNN95,2025-01-19
8113,Andrés Miguel Pérez Sánchez,2003-01-30,M,PESA030130HMCRNN82,2025-01-02
8114,Axel Muñoz Valencia,2000-01-09,M,MUVA000109HDFZLX41,08/08/2024
8115,Kevin Salvador Jiménez Sandoval,1998-08-19,M,JISK980819HDFMNV33,2024-12-03
8116,Beatriz Gómez Romero,2000-12-10,F,GERB001210MDFMMT76,2024-08-28
8117,Francisco Salazar Castillo,1985-05-27,M,SACF850527HMCLSR82,2024-08-19
8118,Ximena Valencia Zavala,2004-04-12,F,VAZX040412MDFLVM66,2024-12-19
8119,Alan Mejía Morales,1999-03-23,M,MEMA990323HMCJRL47,2024-10-02
8120,Adrián Silva Carmona,2000-03-31,M,SICA000331HMCLRD70,2024-08-28
8121,César Francisco Castro Moreno,1990/04/25,M,CAMC900425HDFSRS66,2025-02-25
8122,Luz Hernández Rodríguez,1988-03-26,F,HERL880326MDFRDZ45,2024-12-18
8123,Elena Reyes Domínguez,1988-02-27,F,REDE880227MDFYML93,2024-12-26
8124,Valentina León Gómez,2001-10-11,F,LEGV011011MDFNML64,2024-12-06
8125,Fernanda Patricia Moreno Salazar,2001-04-01,F,MOSF010401MMCRLR03,2024-11-28
8126,Valentina Ramírez Zavala,1998-07-09,F,RAZV980709MMCMVL34,2024-09-17
8127,Camila Rojas Soto,08/09/1999,F,ROSC990908MMCJTM90,2024-10-09
8128,Isabel Pérez Zavala,2000-11-16,F,PEZI001116MDFRVS42,2024-12-20
8129,Gustavo Espinoza López,1993-08-24,M,EILG930824HNESPS86,2025-01-31
8130,Rodrigo Ramón López León,2000-07-10,M,LELR000710HDFPND99,2024-12-10
8131,Javier Cabrera Rodríguez,2002-09-29,M,CARJ020929HDFBDV88,2024/10/12
8132,Emilio Carmona Castro,1996-03-16,M,CACE960316HDFRSM53,2024-11-30
8133,Ariadna Salazar Trejo,2002-09-06,F,SATA020906MMCLRR26,2024-12-04
8134,Felipe Axel Vargas Rangel,1985-04-07,M,VARF850407HDFRNL47,2025-01-29
8135,Rodrigo Medina Vázquez,1986-03-27,M,MEVR860327HDFDZD23,2025-02-26
8136,Camila Vargas Domínguez,1985-02-02,F,VADC850202MDFRMM25,2024-09-12
8137,Alicia Guadalupe Pérez Medina,2004-12-25,F,PEMA041225MMCRDL05,2024-08-28
8138,Omar Lara Delgado,2001-06-04,M,LADO010604HMCRLM05,2024-08-04
8139,César Soto Navarro,1990-11-02,M,sonc901102hdftvs68,2024-11-06
8140,arturo domínguez silva,1995-05-06,M,DOSA950506HDFMLR40,2024-10-17
8141,Regina Regina Velázquez Castillo,1989-11-26,F,VECR891126MNELSG82,2025-02-04
8142,Daniel Kevin Cruz Suárez,2003-09-01,M,CUSD030901HDFRRN45,2024-12-29
8143,Carlos Pérez Reyes,1989-07-05,M,PERC890705HDFRYR36,2024-12-27
8144,Kevin Rodríguez Silva,1989-03-13,M,ROSK890313HMCDLV97,2024-11-20
8145,Claudia  Cervantes  Jiménez,1990-09-14,F,CEJC900914MMCRML89,2024-08-04
8146,Diana Aguilar Rivera,1989-03-23,F,AURD890323MDFGVN24,2024-11-29
8147,Miguel Jiménez Téllez,2006-08-28,M,JITM060828HNEMLG27,2024-09-19
8148,Brandon Flores Vázquez,1989-05-17,M,FOVB890517HDFLZR08,2024-11-08
8149,Alberto Emilio Rojas Rojas,2000-07-17,M,RORA000717HMCJJL07,2025-01-07
8150,Axel Adrián Molina Téllez,1986-07-04,M,MOTA860704HDFLLX42,2024-10-20
8151,Luis Moreno Trejo,2004-06-25,M,MOTL040625HMCRRS39,2025-02-21
8152,Natalia Castro Martínez,1988-02-05,F,camn880205mmcsrt96,2024-08-06
8153,Eduardo Leonardo Rosales Navarro,2005-08-30,M,RONE050830HMCSVD71,2025-02-18
8154,Beatriz Rangel Reyes,1991-10-14,F,RARB911014MDFNYT78,2024-08-02
8155,Jorge Néstor López Bautista,2002-12-23,M,lebj021223hdfptr73,2024-10-25
8156,Gerardo Figueroa Contreras,1989-09-02,M,FICG890902HDFGNR69,2024-08-26
8157,Elena Mejía Cervantes,1987-12-02,F,MECE871202MDFJRL70,2024-09-05
8158,Karla Silva Cervantes,1993-05-08,F,SICK930508MDFLRR16,2024-10-01
8159,Andrea Rodríguez Cabrera,2003/11/30,F,ROCA031130MDFDBN53,2025-01-25
8160,Ignacio Ibarra Estrada,1996-03-25,M,IAEI960325HDFBSG37,2024-12-26
8161,Carlos Núñez Campos,1990-03-03,M,NECC900303HMCZMR41,2025-01-29
8162,Araceli Salazar López,1998-10-02,F,SALA981002MDFLPR34,2024-11-23
8163,Saúl Fuentes Castillo,1995-01-25,M,FUCS950125HMCNSL16,2025-01-02
8164,Diana Raquel Cruz Zavala ,1996-11-13,F,CUZD961113MDFRVN53,2024-11-14
8165,Leticia Torres Jiménez,1992-12-03,F,TOJL921203MMCRMT35,2025-02-02
8166,Valeria León Orozco,1993-04-04,F,LEOV930404MDFNRL31,2024-11-14
8167,Jesús Flores Vargas,1992/08/18,M,FOVJ920818HMCLRS88,2025-02-19
8168,Beatriz Rodríguez Estrada,1988-12-07,F,ROEB881207MDFDST62,2024-09-29
8169,Lucía Cortés Navarro,2000-02-17,F,CONL000217MDFRVC58,2024-09-01
8170,Erika Beatriz Álvarez Martínez,1989-03-18,F,AAME890318MDFLRR45,2024-09-05
8171,Valeria Ramos Orozco,1996-06-15,F,RAOV960615MDFMRL99,2024-12-28
8172,Dulce Figueroa Carmona,1991-11-15,F,FICD911115MDFGRL53,2024-09-06
8173,Alberto Kevin Zavala Martínez,1994-03-07,M,ZAMA940307HDFVRL10,2024-09-27
8174,Rosa Fernanda Cortés Aguilar,2004-06-26,F,COAR040626MMCRGS72,2024-10-17
8175,Daniela Ortiz Castro,1996-08-09,F,OICD960809MNERSN55,2024-10-08
8176,Rafael Armando Trejo León,2000-10-06,M,TELR001006HDFRNF58,2025-02-04
8177,Laura Cruz Torres,2000-05-09,F,CUTL000509MNERR,2025-01-02
8178,Mónica Laura Cruz Cervantes,2003-02-23,F,CUCM030223MDFRRN89,2025-02-06
8179,Verónica Rodríguez Fuentes,2000-03-11,F,ROFV000311MMCDNR61,2025-02-24
8180,Jesús Ruiz Guerrero,1991-01-13,M,RUGJ910113HDFZRS47,2025/01/22
8181,Miguel Moreno Díaz,2006-06-29,M,MODM060629HDFRZG34,2025-01-16
,Miguel Moreno Díaz,2006-06-29,M,MODM060629HDFRZG34,2025-01-16
8182,Pablo Mejía Romero,1992-06-11,M,MERP920611HMCJMB50,2024-12-06
8183,Saúl Víctor Guerrero Vargas,2006-08-13,M,GUVS060813HDFRRL21,2024-08-23
8184,Daniela Mejía Morales,1997-08-14,F,MEMD970814MDFJRN43,2024-12-28
8185,Pablo Jiménez Álvarez,1992-05-26,M,JIAP920526HDFMLB04,2024-10-23
8186,Montserrat Flores Gutiérrez,1993-09-27,F,FOGM930927MDFLTN00,2024-09-14
8187,Araceli Lucía Contreras Palacios,1994-04-11,F,COPA940411MDFNLR95,2025-01-22
8188,Diana Jiménez Ibarra,2002-05-22,F,JIID020522MDFMBN93,19/02/2025
8189,Pablo Hugo Flores Vargas,1998-10-11,M,FOVP981011HMCLRB49,10/15/2024
8190,Perla Sofía Ortiz Ibarra,1998-08-06,F,OIIP980806MDFRBR53,2024-09-27
8191,Valeria Moreno Soto,1991-03-16,F,MOSV910316MMCRTL92,2025-01-11
8192,Luz Díaz Torres,1999-10-02,F,DATL991002MDFZRZ80,2024-11-24
8193,Vanessa Guerrero Ríos,1999-05-13,F,GURV990513MDFRSN65,2024-08-02
8194,Dulce López Orozco,1999-09-06,F,LEOD990906MMCPRL34,2025-01-02
8195,Gustavo Rosales Castillo,1999-07-28,M,ROCG990728HDFSSS04,2024-11-06
8196,Alberto Muñoz García,1985-05-04,M,MUGA850504HDFZRL23,2025-02-18
8197,Leonardo Reyes Valencia,1985-02-22,M,REVL850222HMCYLN62,2025-02-05
8198,Gustavo Bautista García,1992-07-07,M,BAGG920707HMCTRS41,2024-12-04
8199,Brandon Erick Castro Cabrera,1987-01-10,H,CACB870110HDFSBR08,2024-11-15
8200,Tomás Jiménez Aguilar,1988-04-17,M,JIAT880417HDFMGM85,2025-01-25
8201,María Ariadna Palacios Vázquez,1998-10-25,F,PENDIENTE,2024-10-02
8202,Irma Mariana Mendoza Ortiz,1992-01-01,F,MEOI920101MMCNRR40,2025-02-22
8203,Alan Campos Ruiz,2006/02/09,M,CARA060209HDFMZL44,2024-11-14
8204,Eduardo Adrián Rangel Vargas,08/02/1988,M,RAVE880208HDFNRD22,2025-01-13
8205,Alberto Pedro Hernández Romero,1989-03-31,M,HERA890331HMCRML91,2024-09-14
8206,Araceli Ariadna Martínez Jiménez,1997-12-29,F,MAJA971229MMCRMR99,2024-12-31
8207,Andrés Ibarra Pérez,1988-11-18,M,IAPA881118HDFBRN45,2024-10-07
8208,Salvador Flores Cervantes,2003-02-05,M,FOCS030205HDFLRL63,2024-09-19
8209,Rafael Miguel Salazar Suárez,1992-03-11,M,SASR920311HDFLRF47,2024-08-08
8210,Jorge Suárez Sandoval,1989-10-11,M,SUSJ891011HMCRNR09,2025-02-25
,Jorge Suárez Sandoval,1989-10-11,M,SUSJ891011HMCRNR09,2025-02-25
8211,César José Carmona Soto,1996-01-05,M,CASC960105HDFRTS52 ,2024-11-21
,César José Carmona Soto,1996-01-05,M,CASC960105HDFRTS52 ,2024-11-21
8212,Héctor Cortés Castro,1996-05-11,M,COCH960511HDFRS,2025-01-16
8213,Sergio Campos Díaz,2002-11-14,M,CADS021114HDFMZR59,2024-12-01
8214,Mateo Muñoz Cruz,1985-02-01,M,MUCM850201HDFZRT04,2024-09-28
8215,Mateo Cabrera Vargas,1985-06-09,M,CAVM850609HMCBRT17,2024-12-08
8216,Gustavo Rodrigo Delgado Díaz,1990-08-27,M,DEDG900827HMCLZS51,2024-08-11
8217,Rodrigo Torres Cruz,1988-09-11,M,TOCR880911HDFRRD04,2025-02-01
8218,Valentina Salazar Vargas,1985-04-03,F,SAVV850403MDFLRL59,2024-11-02
8219,Beatriz Martínez Trejo,1989-05-02,F,MATB890502MDFRRT11,2024-08-31
8220,Jessica Espinoza Palacios,1997-11-12,F,EIPJ971112MDFSLS53,2024-09-19
8221,Roberto Medina Molina,2004-11-21,M,MEMR041121HDFDLB04,16/12/2024
8222,Karla Valeria Suárez Martínez,09/06/2000,F,SUMK000906MDFRRR51,2025-01-23
8223,Eduardo Alan Díaz Castro,1995-04-09,M,DACE950409HMCZSD65,2025-02-26
8224,Antonio Ismael Pérez Vargas,1985-02-28,M,PEVA850228HDFRRN90,2024-11-06
8225,Brenda Valencia Jiménez,2003-10-25,F,VAJB031025MDFLMR42,2024-12-27
8226,Beatriz Erika Cabrera Silva,2006-10-06,F,CASB061006MDFBLT02,2025-02-22
8227,Axel Silva Herrera,2005-11-09,M,SIHA051109HDFLRX33,2024-12-13
8228,Felipe Rangel Salazar,1995-12-04,M,RASF951204HQTNLL78,2025-01-01
8229,Armando Lara Álvarez,2003-04-07,M,LAAA030407HMCRLR81,2024-08-16
8230,Rocío Trejo Castillo,1999-08-13,F,TECR990813MDFRSC09,13-01-2025
8231,Ariadna Velázquez Ibarra,1995-10-17,F,VEIA951017MDFLBR03,2024-09-08
8232,Sandra Orozco Ibarra,1992-07-28,F,OOIS920728MNERBN34,2024-08-31
8233,Brandon Santiago Herrera Contreras,1995-03-28,M,HECB950328HDFRNR67,2024-09-29
,Brandon Santiago Herrera Contreras,1995-03-28,M,HECB950328HDFRNR67,2024-09-29
8234,Brenda González Delgado,2000-10-14,F,GODB001014MMCNLR56,2024-11-20
8235,Diego Herrera Delgado,2005-02-26,M,HEDD050226HDFRLG30,2024-08-28
8236,Gerardo Javier Vázquez Camacho,2003-10-19,M,VUCG031019HMCZMR17,2024-11-04
8237,Leonardo Cortés Lara,2006-01-07,M,COLL060107HDFRRN70,2024-09-28
8238,ángel camacho gutiérrez,2004-02-03,M,CAGA040203HDFMTN96,2024-09-11
8239,SOFÍA RUIZ MORALES,1999-01-12,F,RUMS990112MDFZRF14,2025-02-16
8240,Citlali Ana Romero Cabrera,2002-02-23,F,ROCC020223MDFMBT12,2024-08-08
8241,Martín Mateo Rivera Mejía,2006-12-17,M,RIMM061217HDFVJR68,2024-09-26
8242,Antonio Juan Carmona Ibarra,2005-10-06,M,CAIA051006HNERBN03,2024-10-27
8243,GABRIELA DÍAZ CORTÉS,1988-11-17,F,DACG881117MMCZRB70,2024-11-26
8244,Carmen García Reyes,2006-12-18,F,GARC061218MDFRYR68,2024-08-27
8245,David Martínez Cruz,1989-02-16,M,macd890216hdfrrv97,2024-12-04
8246,Leonardo Aguilar Delgado,1992-03-26,M,AUDL920326HMCGLN82,20 Sep 2024
8247,César Mendoza Ibarra,2001-11-02,M,MEIC011102HDFNBS93,2024-09-27
8248,Rocío Moreno Romero,1998-08-26,F,MORR980826MDFRMC03,2024-12-05
8249,César Bautista Contreras,1990-02-15,Femenino,BACC900215HDFTNS47,2024-11-03
8250,Felipe Lara Martínez,17 Sep 2004,M,LAMF040917HDFRRL27,2024-08-26
8251,Ramón Castro Lara,1989-02-25,M,CALR890225HDFSRM34,2024-11-12
8252,Ana Claudia Vázquez Muñoz,1990-11-13,H,VUMA901113MNEZZN63,2024-11-15
8253,Valeria Moreno Navarro,1997-08-02,F,MONV970802MDFRVL90,2025-01-28
8254,Lucía Ríos Torres,2006-08-12,F,ROTL060812MDFSRC45,2025-01-13
8255,Salvador Téllez Cervantes,1990-05-06,M,TECS900506HMCLRL87,2024-09-12
8256,Manuel Rafael Cabrera Martínez,2003-11-26,M,CAMM031126HMCBRN24,2024-10-14
8257,Saúl Morales Ibarra,1995-03-09,M,MOIS950309HDFRBL83,2024-09-05
8258,Luz Sandra Aguilar Soto,1993-08-30,F,AUSL930830MDFGTZ45,2024-08-07
8259, Isabel Rodríguez Silva,1995-02-03,F,ROSI950203MDFDLS08,2024-10-13
8260,David Contreras Mendoza,1986-02-06,M,COMD860206HVZNNV78,2025-01-06
8261,Francisco José Ibarra Lara,2002-04-16,M,IALF020416HDFBRR76,2025-01-20
8262,Carlos César León Suárez ,1996-07-27,M,LESC960727HDFNRR91,2024-10-19
8263,Carmen Romero Rodríguez,1988-02-27,F,RORC880227MDFMDR89,2024-08-05
8264,Enrique  Medina  Soto,2001-02-27,M,MESE010227HDFDTN28,2024-09-22
8265,Paola Reyes Rojas,1999-08-09,F,RERP990809MDFYJL20,2024-09-09
8266,Perla Ríos Téllez,2006-09-23,F,ROTP060923MDFSLR29,2024-08-26
8267,Adriana Fuentes Díaz,1990-12-26,F,FUDA901226MMCNZD51 ,2024-11-12
8268,Roberto Orozco Rivera,2000-12-27,M,OORR001227HMCRVB33,2024-11-16
8269,Ramón Estrada Flores,1990-07-19,M,EAFR900719HDFSLM39,2024-11-30
8270,Jorge Pablo Fuentes Soto,2000-04-12,M,FUSJ000412HDFNTR83,2024-08-22
8271, Renata Navarro Camacho,1995-11-18,F,NACR951118MMCVMN41,2025-01-20
8272,Isabel Velázquez Morales,1989-07-21,F,VEMI890721MDFLRS96,2024-10-24
8273,Héctor Alberto Muñoz Rivera,1987-08-12,M,MURH870812HDFZVC99,2024-09-19
8274,Rodrigo Ortiz Palacios,1992-02-05,M,OIPR920205HDFRLD98,2024-10-03
8275,Rafael Aguilar Rivera,28-08-1993,M,AURR930828HDFGVF30,2024-08-31
8276,Erick Ramón Trejo Morales,1995-04-10,M,TEME950410HDFRRR75,2024-10-18
8277,Cristian Molina Hernández,23 Apr 1987,M,MOHC870423HMCLRR47,2024-09-30
8278,Alicia Álvarez Figueroa,2002-12-29,F,AAFA021229MDFLGL79,2024-08-25
8279,Salvador Zavala Suárez,1990-02-15,M,ZASS900215HDFVRL87,2024-12-01
8280,Armando Zavala Rodríguez,1992-08-13,M,ZARA920813HMCVD,2024-08-09
8281,Diana Guadalupe Palacios Ortiz,1999-12-17,F,PAOD991217MMCLRN62,2024-08-26
8282,Elena Morales Martínez,1990-10-09,F,MOME901009MDFRRL91,2024-12-31
8283,Pedro Valencia Domínguez,1989-01-16,M,VADP890116HDFLMD58,2024-11-03
8284,Carlos Vázquez Rangel,2003-05-10,M,VURC030510HDFZNR17,2024-11-28
8285,Brandon Campos Castillo,2000-09-27,M,CACB000927HDFMSR12,2024-11-23
8286,Ramón Suárez Rojas,1993-04-16,M,SURR930416HDFRJM73,2024-10-31
8287,Luz Espinoza Suárez,2001-06-11,F,EISL010611MDFSRZ19,2024-08-12
8288,Andrea Castro Sánchez,2001-04-07,F,CASA010407MDFSNN04,2024-10-31
8289,Alicia Navarro Díaz,1996-04-24,F,NADA960424MDFVZL07,2024-11-11
8290,Silvia Sofía Ibarra Vázquez,1985-07-21,F,IAVS850721MNEBZL34,2024-09-29
8291,Gerardo Palacios Lara,1986-04-21,M,PALG860421HMCLRR42,2024-12-24
8292,Rodrigo Velázquez Rojas,1993-11-30,M,VERR931130HDFLJD35,2024-11-02
8293,Renata García Martínez,2004-09-16,F,GAMR040916MDFRRN72,2024-09-25
8294,Ana Cabrera Valencia,1997-08-17,F,CAVA970817MDFBLN04,2024-12-29
8295,Mónica Natalia Camacho Cortés,1991-05-25,F,CACM910525MDFMRN10,2024-09-17
8296,Erika Orozco Rojas,2003-11-20,F,OORE031120MMCRJR28,2024-08-06
8297,Beatriz Elena Medina Reyes,1990-09-05,F,MERB900905MMCDYT92,2025-01-07
8298,Oscar Brandon Jiménez Orozco,2005-09-01,,JIOO050901HMCMRS03,2024-08-12
8299,Daniela González Ruiz,2001-04-08,F,GORD010408MDFNZN98,2024-12-06
