SID,CALLE,COLONIA,MUNICIPIO,ENTIDAD,CP,FECHA_ACT
7427,Calle Moneda 972,Tlacopac,Azcapotzalco,Ciudad de México,08020,2024-06-30
7428,Av. Reforma 236,Hipódromo,Centro,Chihuahua,32430,2025-02-04
7429,Av. Taxqueña 376 Int. 20,Doctores,Magdalena Contreras,Ciudad de México,12250,2025-02-08
7430,Viaducto Miguel Alemán 5,Cuauhtémoc,Coyoacán,Ciudad de México,13500,2024-08-24
7431,Calle Correo Mayor 625 Int. 15,Lindavista,Venustiano Carranza,Ciudad de México,02080,2024-07-20
7432,Eje 6 Sur 662 Int. 3,Moctezuma,Toluca,Estado de México,52100,2025-02-09
7433,Viaducto Miguel Alemán 198,Roma Norte,Magdalena Contreras,Ciudad de México,11610,2024-10-10
7434,Eje 8 Sur 275,Agrícola Oriental,Nezahualcóyotl,Estado de México,53398,2025-01-06
7435,Periférico Sur 977 Int. 7,Guerrero,Xochimilco, Ciudad de México,14400,2024-07-30
7436,Eje 1 Norte 81,Mixcoac,Xochimilco,Ciudad de México,15480,2025-01-25
7437,Calle Pitágoras 78,Escandón,Zinacantepec,Estado de México,50260,2024-12-08
7438,Eje 1 Poniente 28 Int. 17,Lindavista,Milpa Alta,Ciudad de México,15330,2024-09-18
7439,Eje 7 Sur 833,Santa Catarina,Tlalpan,Ciudad de México ,15070,2024-06-27
7440,Av. Cuauhtémoc 551 Int. 4,Moctezuma,Iztapalapa,Ciudad de México,09620,2024-10-21
7441,Eje 2 Poniente 341 Int. 3,PANTITLÁN,Iztapalapa,Ciudad de México,11800,2024-10-17
7442,Calz. Ermita Iztapalapa 905 Int. 7,Magdalena Contreras,Atizapán de Zaragoza,Estado de México,53160,2024-08-25
7443,Calle Correo Mayor 355,Buenos Aires,Cuajimalpa,Ciudad de México,,2024-08-28
7444,Eje 2 Norte 763,Azcapotzalco,Huixquilucan,Estado de México,54244,2024-10-26
7445,Av. Hidalgo 529,Buenos Aires,Álvaro Obregón,Ciudad de México,06900,2025-02-22
7446,Calle Correo Mayor 55,Clavería,Tláhuac,Ciudad de México,15830,2024-08-08
7447,Av. Chapultepec 779,Industrial Vallejo,Nezahualcóyotl,Estado de México ,56146,2024-07-28
7448,Calz. de la Viga 451,Coapa,Coyoacán,Ciudad de México,O941O,2024-12-17
7449,Calz. Ermita Iztapalapa 553 Int. 6,Azcapotzalco,Tlalpan,Ciudad de México,12100,2024-11-18
7450,Calle Donceles 370,Tlacopac,Gustavo A. Madero,Ciudad de México,09720,2024-07-22
7451,Calz. de Tlalpan 621 Int. 12,Tlalpan,Tultitlán,Estado de México,56146,2024-09-15
7452,Eje 1 Poniente 813 Int. 4,Iztapalapa,Tlalnepantla,Estado de México,55150,2024-12-08
7453,Av. Juárez 558,Cuauhtémoc,Coacalco,Estado de México,53210,2024-08-10
7454,Eje 8 Sur 705 Int. 9,General Anaya,Tultitlán,Estado de México,56293,2024-10-18
7455,Calle Pitágoras 514,Magdalena Contreras,Iztacalco,Ciudad de México,16000,2025-01-11
7456,Calz. de Tlalpan 304 Int. 18,San Jerónimo,Cuautitlán Izcalli, Estado de México,52230,2024-06-24
7457,Calz. de Tlalpan 205 Int. 11,Santa Catarina,Miguel Hidalgo,Ciudad de México,08700,2024-07-20
7458,Av. Universidad 377,Roma Sur,Tláhuac,Ciudad de México,15820,2024-10-30
7459,Av. Tlalpan 779,Iztapalapa,Gustavo A. Madero,Ciudad de Mexico,14735,2024-06-16
7460,Eje 1 Norte 50,Lomas de Chapultepec,Tultitlán,Estado de México,55284,2025-01-26
7461,Av. Coyoacán 434 Int. 16,Florida,Coyoacán,Ciudad de México,11540,2024-06-23
7462,Av. Chapultepec 313,Industrial Vallejo,Cuautitlán Izcalli,Estado de México,54240,2024-12-06
7463,Eje 3 Norte 640,Tláhuac,Xochimilco,Ciudad de México,08400,2024-07-03
7464,Av. Reforma 880,Santa Catarina,Azcapotzalco,Ciudad de México,15430,2025-02-05
7465,Calle Leibniz 976,Buenos Aires,Magdalena Contreras,Ciudad de México,11600,2024-08-08
7466,Eje 1 Norte 168 Int. 19,Guerrero,Magdalena Contreras,Ciudad de México,11540,2024-11-13
7467,Eje 2 Poniente 922 Int. 7,Iztapalapa,Iztapalapa,Ciudad de México,09400,2024-10-30
7468,Circuito Interior 875 Int. 10,Lindavista,Azcapotzalco,Ciudad de México,07400,2025-01-19
7469,Av. Canal de Miramontes 68,Country Club,Coyoacán,Ciudad de México,06840,2025-02-09
7470,Calle Euler 800,Tacubaya,Gustavo A. Madero,Ciudad de México,04300,2025-02-01
7471,Av. Taxqueña 596 Int. 5,Aragón,Cuauhtémoc,Ciudad de México,11530,2024-09-21
7472,Calle Moneda 141 Int. 3,Culhuacán,Álvaro Obregón,Ciudad de México,13200,2024-06-28
7473,Eje 8 Sur 360,Tabacalera,Magdalena Contreras,Ciudad de México,12400,2024-06-04
7474,Calz. Ignacio Zaragoza 21 Int. 8,Tepito,Iztacalco,Ciudad de México,07010,2025-02-16
7475,Av. Coyoacán 426 Int. 4,Santa Catarina,Iztapalapa,Ciudad de México,09230,2024-07-04
7476,Eje 6 Sur 105 Int. 10,Agrícola Oriental,Venustiano Carranza,Ciudad de México,09450,2024-08-22
7477,Av. Canal de Miramontes 319 Int. 18,Tabacalera,Iztacalco,Ciudad de México,11010,2024-08-03
7478,Av. Coyoacán 352,Santa María la Ribera,Venustiano Carranza,Ciudad de México,10200,2024-10-23
7479,Eje 2 Poniente 492 Int. 19,CLAVERÍA,Cuauhtémoc,Ciudad de México,11500,2024-08-30
7480,Periférico Sur 376,Centro,iztapalapa,Ciudad de México,10600,2024-09-15
7481,Eje 4 Sur 393,Obrera,Tláhuac,Ciudad de México,02080,2024-08-15
7482,Calz. Ignacio Zaragoza 893 Int. 10,Granada,Xochimilco,Ciudad de México,11570,2024-09-05
7483,Calz. de Tlalpan 419,Santa Catarina,Centro,Tamaulipas,89168,2024-06-23
7484,Periférico Norte 477 Int. 2,Tláhuac,Gustavo A. Madero,Ciudad de México,03200,2024-08-24
7485,Eje 2 Norte 128 Int. 8,Centro,Tláhuac,Ciudad de México,11400,2024-07-15
7486,Eje 1 Norte 727,Portales,Tláhuac,Ciudad de México,06010,2024-11-15
7487,Eje 6 Sur 221,Milpa Alta,Azcapotzalco,Ciudad de México,15080,2025-01-26
7488,Periférico Sur 489,Granada,Iztapalapa,Ciudad de México,16040,2024-12-28
7489,Av. Revolución 347,Juárez,Coyoacán,Ciudad de México,14269,2024-06-01
7490,Eje 4 Sur 200 Int. 18,Tlalpan,Cuauhtémoc,Ciudad de México,14250,2024-06-13
7491,Eje 7 Sur 99,Xochimilco,Zinacantepec,Estado de México,56300,2024-09-11
7492,Av. Tláhuac 254,Santa Catarina,Centro,Quintana Roo,67599,2025-02-11
7493,Calle Tacuba 954,Milpa Alta,Texcoco,Estado de México,52215,2025-02-24
7494,Eje Central 422 Int. 6,Doctores,Tlalpan,Ciudad de México,14620,2024-12-23
7495,Eje 6 Sur 392,Santa Catarina,Chimalhuacán,Estado de México,55449,2025-01-19
7496,Eje 4 Sur 525 Int. 6,Escandón,Cuauhtémoc,Ciudad de México,13100,2025-02-13
7497,Eje 1 Poniente 840 Int. 13,Roma Sur,Naucalpan,Estado de México,53140,2024-06-20
7498,Av. Tlalpan 609,Verónica Anzures, Tlalnepantla,Estado de México,52282,2024-12-02
7499,Periférico Sur 930,Iztapalapa,Azcapotzalco,Ciudad de México,03300,2024-10-24
7500,Calle Uruguay 428 Int. 6,Mixcoac,Zinacantepec,Estado de México,54040,2024-09-04
7501,Calle Donceles 409 Int. 5,Hipódromo,Coyoacán,Ciudad de México,04010,2025-01-09
7502,Av. Cuauhtémoc 375 Int. 4,Centro,Nezahualcóyotl,Estado de México,50280,2024-12-23
7503,Calle Donceles 106 Int. 12,Santa Catarina,Cuautitlán Izcalli,Estado de México,54140,2024-07-02
7504,Av. Reforma 447,Azcapotzalco,Zinacantepec,Estado de México,56210,2025-01-22
7505,Av. Tláhuac 431 Int. 7,Roma Sur,Benito Juárez, Ciudad de México,15350,2024-07-09
7506,Av. Revolución 714,Magdalena Contreras,Coacalco,Estado de México,55237,2024-08-29
7507,Periférico Sur 84,Lindavista,Ecatepec,Estado de México,56258,2024-11-01
7508,Eje 5 Sur 460,Azcapotzalco,Milpa Alta,Ciudad de México,09430,2025-02-06
7509,Calz. de la Viga 250 Int. 14,Roma Sur,Álvaro Obregón,Ciudad  de  México,15620,2024-06-02
7510,Av. Insurgentes 917 Int. 2,Santa Úrsula,Cuajimalpa,Ciudad de México,11520,2024-06-29
7511,Av. Juárez 261,General Anaya,Tlalpan,Ciudad de México,10800,2024-09-27
7512,Calz. Ignacio Zaragoza 164 Int. 4,San Rafael,Tlalpan,Ciudad de México,06030,2024-10-09
7513,Calle Euler 790,Polanco,Benito Juárez,Ciudad de México,11550,2024-06-09
7514,Eje 1 Poniente 471,Churubusco,Xochimilco,Ciudad de México,04200,2024-11-17
7515,Av. Hidalgo 11, Pedregal,Álvaro Obregón,Ciudad de México,07030,2024-11-12
7516,Periférico Sur 287,Coyoacán,Centro,Veracruz,28123,2024-06-20
7517,Calle Isabel la Católica 284,Verónica Anzures,Cuajimalpa,Ciudad de México,08000,2024-12-06
7518,Av. Hidalgo 705,Juárez,Gustavo A. Madero,Ciudad de México,09000,2025-02-20
7519,Calle 16 de Septiembre 880,Aragón,Coyoacán,Ciudad de México,04300,2024-07-01
7520,Av. Canal de Miramontes 417 Int. 15,Churubusco,Milpa Alta,Ciudad de México,11520,2024-09-19
7521,Calle Tacuba 566 Int. 20,Agrícola Oriental,Ecatepec,Estado de México,55120,2024-10-06
7522,Calle Isabel la Católica 811,Juárez,Magdalena Contreras,Ciudad de México,02000,2025-03-01
7523,Calle Leibniz 99,Buenos Aires,Cuajimalpa,Ciudad de México,09710,2024-12-31
7524,Eje 3 Norte 192,Coapa,Cuauhtémoc,Ciudad de México,04000,2025-01-24
7525,Calle República de Cuba 950 Int. 6,Pantitlán,Ixtapaluca,Estado de México,56330,2024-12-23
7526,Calle República de Cuba 704,Coapa,Milpa Alta,Ciudad de México,13020,2024-10-06
7527,Calle 5 de Mayo 128 Int. 17, San Jerónimo,Coacalco,Estado de México,,2024-12-06
7528,Av. Chapultepec 997 Int. 12,Roma Sur,Miguel Hidalgo,Ciudad de México,11510,2024-09-06
7529,Calle Correo Mayor 30,Xochimilco,Atizapán de Zaragoza,Estado de México,53225,2025-02-24
7530,Viaducto Miguel Alemán 890,Santa Catarina ,Chalco,Estado de México,55210,2024-11-10
7531,Calz. Ignacio Zaragoza 214 Int. 16,Guerrero,Iztapalapa,CIUDAD DE MÉXICO,11500,2025-01-07
7532,Eje 4 Sur 436,Centro,Coacalco,Estado de México,55248,2024-07-17
7533,Calz. Ermita Iztapalapa 874,Escandón,Cuauhtémoc,Ciudad de México,09410,2024-10-16
7534,Circuito Interior 105,Verónica Anzures,Tultitlan,Estado de México,54180,2025-02-01
7535,Av. Canal de Miramontes 803,San Lorenzo Tezonco,Tláhuac,Ciudad de México,06820,2025-01-22
7536,Calle Euler 487,Juárez,Tlalnepantla,Estado de México,55317,2024-12-15
7537,Eje 2 Norte 694, Santa Catarina,Tlalpan,Ciudad de México,09280,2024-11-10
7538,Av. Hidalgo 308 Int. 18,Doctores,Cuauhtémoc,Ciudad de México,06820,2024-10-07
7539,Viaducto Miguel Alemán 103 Int. 6,Iztapalapa,Tlalnepantla,Estado de México,55380,2024-12-13
7540,Av. Canal de Miramontes 753 Int. 13,Iztapalapa,Ixtapaluca,Estado de México,56100,2024-11-18
7541,Av. Reforma 243 Int. 10,San Jerónimo,Magdalena Contreras,Ciudad de México,011460,2024-11-14
7542,Calz. Ermita Iztapalapa 9,Irrigación,Tlalpan,Ciudad de México,16030,2024-12-03
7543,Calle Isabel la Católica 311 Int. 8,Jardines del Pedregal,Gustavo A. Madero,Ciudad de México,12080,2025-01-21
7544,Calz. de la Viga 277 Int. 15,Coyoacán,Coacalco,Estado de México,55415,2025-01-04
7545,Eje 7 Sur 410,San Rafael,Xochimilco,Ciudad de México,06720,2024-09-23
7546,Av. Hidalgo 749 Int. 13,Iztapalapa,Magdalena Contreras,Ciudad de México,08900,2024-08-22
7547,Circuito Interior 47,Clavería,Xochimilco,Ciudad de México,06250,2024-06-20
7548,Eje 8 Sur 685 Int. 11,Narvarte,Gustavo A. Madero,Ciudad de México,09856,2024-12-02
7549,Calle 16 de Septiembre 963 Int. 19,Buenos Aires,Iztapalapa,Ciudad de México,10700,2024-09-21
7550,Eje 1 Norte 983,Pedregal,Xochimilco,Ciudad de México,10600,2024-06-03
7551,Av. Chapultepec 736,Iztapalapa,Centro,Chihuahua,61491,2024-09-22
7552,Av. Aztecas 996,Tacubaya,Benito Juárez,Ciudad de México,07100,2024-11-30
7553,Av. Tlalpan 441,Magdalena Contreras,Tlalpan,Ciudad de México,02080,2024-07-24
7554,Av. Coyoacán 750,Santa Úrsula,Venustiano Carranza ,Ciudad de México,11840,2024-06-26
7555,Calle Moneda 395,Coapa,Benito Juárez,Ciudad de México,03400,2025-02-05
7556,Viaducto Miguel Alemán 471,Lindavista,Naucalpan,Estado de México,56367,2024-09-22
7557,Calle Moneda 469 Int. 11,Tlalpan,Centro,Quintana Roo,75783,2024-09-05
7558,Calle Pino Suárez 197 Int. 12,Aragón,Cuauhtémoc,Ciudad de México,02010,2024-09-08
7559,Av. Revolución 908,Country Club,Iztacalco,Ciudad de México,15850,2024-06-21
7560,Av. Coyoacán 852,Constitución de 1917,Chimalhuacán,Estado de México,54030,2025-01-28
7561,Calle Leibniz 223,Doctores,Iztacalco,Ciudad de México,06720,2024-07-04
7562,Av. Universidad 737,Narvarte,TLALNEPANTLA,Estado de México,55050,2024-07-27
7563,Calle República de Cuba 695 Int. 5,Tacubaya,Nezahualcóyotl,Estado de México,55336,2024-08-08
7564,Av. Tlalpan 381,Tláhuac,Venustiano Carranza,Ciudad de México,11420,2025-01-29
7565,Av. División del Norte 54 Int. 3,Tabacalera,Metepec,Estado de México,50070,2024-08-06
7566,Av. Tlalpan 290,Tláhuac,Huixquilucan,Estado de México,55220,2025-01-14
7567,Calle República de Cuba 480,Aragón,Milpa Alta,Ciudad de México,08100,2025-01-05
7568,Eje 2 Norte 768,Azcapotzalco,Cuauhtémoc,Ciudad de México,07700,2024-12-16
7569,Av. Reforma 615 Int. 11,Tlacopac,Venustiano Carranza,Ciudad de México,07900,2024-12-03
7570,Viaducto Miguel Alemán 402 Int. 9,Milpa Alta,Azcapotzalco,Ciudad de México,03100,2024-10-15
7571,Av. Juárez 203,Roma Norte,Coyoacán,Ciudad de México,01060,2024-10-21
7572,Eje 3 Norte 766,Tabacalera,Cuauhtémoc,Ciudad de México,08300,2024-09-08
7573,Av. Universidad 407 Int. 17,Guerrero,Iztacalco,Ciudad de México,09010,2024-07-18
7574,Eje 5 Sur 962,Polanco,Ixtapaluca,Estado de México,55338,2024-10-27
7575,Eje 3 Sur 627 Int. 5,Cuauhtémoc,Gustavo A. Madero,Ciudad de México,03023,2024-07-11
7576,Calle Correo Mayor 865 Int. 16,Del Valle,Tlalpan,Ciudad de México,08500,2025-03-01
7577,Av. Hidalgo 484 Int. 2,Morelos,Venustiano Carranza,Ciudad de México,15840,2025-02-19
7578,Calle Correo Mayor 401 Int. 4,San Jerónimo,Xochimilco,Ciudad de México,01040,2025-01-17
7579,Calle 16 de Septiembre 586 Int. 2,San Ángel,Coyoacán,Ciudad de México,15820,2025-02-01
7580,Av. Tláhuac 939 Int. 12,Centro,Tlalpan,Ciudad de México,08800,2025-01-06
7581,Calle 16 de Septiembre 119,Tabacalera,Álvaro Obregón,Ciudad de México,11200,2024-11-19
7582,Calle Correo Mayor 54 Int. 12,Hipódromo,Centro,Puebla,42557,2024-10-04
7583,Periférico Norte 789,Balbuena,Tultitlán,Estado de México,54274,2024-06-29
7584,Av. Revolución 365,Tláhuac,Tlalnepantla,Estado de México ,56258,2025-02-28
7585,Calle Uruguay 58 Int. 19,Iztapalapa,Gustavo A. Madero,Ciudad de México,01060,2024-12-08
7586,Eje 3 Norte 878 Int. 1,Irrigación,Álvaro Obregón,Ciudad de México,11530,2024-07-02
7587,Av. Tláhuac 541,Peralvillo,Azcapotzalco,Ciudad de México,01010,2024-08-03
7588,Eje 1 Norte 807,Mixcoac,Ecatepec,Estado de México,55029,2024-07-23
7589,Calle República de Cuba 920 Int. 12,Tepito,Miguel Hidalgo,Ciudad de México,15310,2024-12-26
7590,Calle Uruguay 915 Int. 11,Pedregal,La Paz,Estado de México,56320,2024-08-30
7591,Calle 5 de Mayo 369,Churubusco,Cuajimalpa,Ciudad de México,15840,2024-10-02
7592,Calle 16 de Septiembre 351,Jardines del Pedregal,Coyoacán,Ciudad de México,11420,2025-01-28
7593,Eje 3 Sur 734 Int. 16,Centro,Benito Juárez,Ciudad de México,06050,2025-02-17
7594,Eje 1 Poniente 821,Tlacopac,Metepec,Estado de México,52200,2024-10-03
7595,Av. Canal de Miramontes 969,Aragón,Naucalpan,Estado de México,56237,2025-03-01
7596,Calle Pino Suárez 31,Roma  Sur,Magdalena Contreras,Ciudad de México,14400,2024-11-16
7597,Av. División del Norte 704,Santa Úrsula,Cuajimalpa,Ciudad de México,09820,2024-11-11
7598,Eje 2 Poniente 483 Int. 20,Mixcoac,Iztacalco,Ciudad de México,15200,2025-01-30
7599,Av. Universidad 483 Int. 18,Santa Catarina,Iztacalco,Ciudad de México,09900,2024-12-20
7600,Av. Tláhuac 992 Int. 19,San  Jerónimo,Toluca,Estado de México,55130,2024-12-27
7601,Calle Madero 613,Anzures,Huixquilucan,Estado de México,52220,2024-09-04
7602,Av. Hidalgo 882,Lomas de Chapultepec,Tlalpan,Ciudad de México,08030,2024-09-06
7603,Eje 7 Sur 486,Granada,Miguel Hidalgo,Ciudad de México,04300,2025-02-03
7604,Av. Hidalgo 427 Int. 12,Anzures,Centro,Querétaro,60427,2024-06-22
7605,Calle 16 de Septiembre 127,Constitución de 1917,Iztacalco,Ciudad de México,10200,2024-10-12
7606,Av. Hidalgo 159,Narvarte,Coyoacán,Ciudad de México,09260,2024-12-06
7607,Calle Pitágoras 154,Tabacalera,Álvaro Obregón,Ciudad de México,12400,2024-10-16
7608,Av. Tláhuac 393 Int. 7,Polanco,Tláhuac,Ciudad de México,11500,2024-11-24
7609,Av. Coyoacán 604,Irrigación, Azcapotzalco,Ciudad de México,1471,2024-08-16
7610,Circuito Interior 240, Lomas de Chapultepec,Magdalena Contreras,Ciudad de México,02060,2024-09-16
7611,Calle Bolívar 335,Constitución de 1917,Ecatepec,Estado de México,52232,2024-06-11
7612,Eje 7 Sur 728 Int. 19, Santa María la Ribera,Coyoacán,Ciudad de México,11620,2024-11-27
7613,Av. Coyoacán 940 Int. 16,Peralvillo,Atizapán de Zaragoza,Estado de México,55230,2024-07-22
7614,Calle Pino Suárez 131 Int. 3,PERALVILLO,Cuauhtémoc ,Ciudad de México ,15300,2024-07-13
7615,Av. Juárez 295 Int. 7,Magdalena Contreras,La Paz,Estado de México,54240,2024-07-16
7616,Eje Central 763,Xochimilco,La Paz, Estado de México,54140,2024-11-03
7617,Av. Hidalgo 968 Int. 12,Aragón,Benito Juárez,Ciudad de México,06800,2025-01-12
7618,Calle 5 de Mayo 167,Tacubaya,Cuauhtémoc, Ciudad de México,11830,2024-08-14
7619,Av. Taxqueña 429 Int. 7,Pedregal,Azcapotzalco,Ciudad de México,08700,2024-12-22
7620,Calz. Ermita Iztapalapa 807,Aragón,Magdalena Contreras,Ciudad de México,08300,2024-09-18
7621,Periférico Norte 23,Cuauhtémoc,Cuautitlán Izcalli,Estado de México,50080,2024-08-04
7622,Eje 7 Sur 258,Tlacopac,Miguel Hidalgo,Ciudad de México,07800,2025-02-13
7623,Calle Leibniz 359 Int. 6,Milpa Alta,Tláhuac,Ciudad de México,10600,2024-08-31
7624,Circuito Interior 266 Int. 7,Del Valle,Chalco,Estado de México,55416,2024-06-16
7625,Calle Donceles 871,Agrícola Oriental,Tlalpan,Ciudad de México,13310,2024-06-05
7626,Calle 5 de Mayo 113,Del Valle,Nezahualcóyotl,Estado de México,56250,2024-10-17
7627,Periférico Sur 302,Pedregal,Azcapotzalco,Ciudad de México,09000,2024-08-14
7628,Calle Donceles 67,Milpa Alta,Gustavo A. Madero,Ciudad de México,14410,2024-09-23
7629,Calz. de Tlalpan 202,aragón,Huixquilucan,Estado de México,55398,2025-01-07
7630,Av. Aztecas 913 Int. 4,Tacubaya,Venustiano Carranza,Ciudad de México,01080,2024-06-30
7631,Av. Tlalpan 117 Int. 1,Irrigación,Milpa Alta,Ciudad de México,15490,2024-06-25
7632,Calle Pino Suárez 508,Verónica Anzures,Texcoco,Estado de México,54120,2025-02-25
7633,Av. División del Norte 860,Ajusco,Cuajimalpa,Ciudad de México,124OO,2025-02-22
7634,Periférico Norte 761,Churubusco,Azcapotzalco,Ciudad de México,15610,2024-10-18
7635,Calle 16 de Septiembre 593,Coapa,Metepec,Estado de México,55120,2025-02-17
7636,Av. Reforma 845 Int. 19,Verónica Anzures,Azcapotzalco,Ciudad de México,11470,2024-10-22
7637,Av. Canal de Miramontes 474,Jardines del Pedregal,Iztacalco,Ciudad de México,14418,2024-07-29
7638,Calle Bolívar 80,Moctezuma,Ixtapaluca,Estado de México,56320,2024-11-23
7639,Viaducto Miguel Alemán 146 Int. 15,Pantitlán,Miguel Hidalgo,Ciudad de México,06700,2024-09-12
7640,Av. División del Norte 15 Int. 20,Churubusco,Miguel Hidalgo,Ciudad de México,06700,2024-10-13
7641,Periférico Sur 492,Industrial Vallejo,Milpa Alta,Ciudad de México,09530,2024-11-19
7642,Calle 5 de Mayo 146,Coyoacán,Miguel Hidalgo,Ciudad de México,012000,2024-08-15
7643,Calle Isabel la Católica 721 Int. 8,Tacubaya,Tláhuac,Ciudad de México,,2024-11-07
7644,Eje 1 Poniente 188,San Lorenzo Tezonco,Gustavo A. Madero,Ciudad de México,03300,2024-10-13
7645,Av. Taxqueña 1,General Anaya,TEXCOCO,Estado de México,54090,2024-12-07
7646,Calle Leibniz 206,Coapa,Tláhuac,Ciudad de México,16034,2025-01-28
7647,Calle 5 de Mayo 992,Juárez,Chalco,Estado de México,56340,2024-06-16
7648,Calle Correo Mayor 906 Int. 10,Portales,Coyoacán,Ciudad de México,09050,2024-09-15
7649,Eje Central 515,Tlacopac,Chimalhuacán,Estado de México,55326,2024-12-27
7650,Av. Tlalpan 479,Lomas de Chapultepec,Centro,Nayarit,28013,2025-01-03
7651,Calle Isabel la Católica 179,Escandón,Cuajimalpa,Ciudad de México,14060,2025-02-02
7652,Calle Bolívar 767, Xochimilco,Texcoco,Estado de México,055448,2024-08-09
7653,Calle Isabel la Católica 720 Int. 9,Iztapalapa, Naucalpan,Estado de México,54160,2025-02-16
7654,Eje 4 Sur 751 Int. 2,culhuacán,Cuajimalpa,Ciudad de México,16100,2024-12-08
7655,Calle Isabel la Católica 500 Int. 17,Lindavista,Tláhuac,Ciudad de México,14735,2025-02-26
7656,Av. Universidad 123,Tacubaya,Tlalpan,Ciudad de México,07050,2024-07-24
7657,Av. Insurgentes 97,Culhuacán,Tlalpan,Ciudad de México,15060,2024-11-07
7658,Calz. Ignacio Zaragoza 56 Int. 6,San Rafael,Gustavo A. Madero,Ciudad de México,11800,2024-07-07
7659,Eje 3 Norte 436,Balbuena,Ixtapaluca,Estado de México,56239,2024-12-03
7660,Calle Donceles 654 Int. 12,Tabacalera,Toluca,estado de méxico,55410,2024-06-13
7661,Av. Chapultepec 166,Del Valle,Milpa Alta,Ciudad de México,12300,2024-10-18
7662,Circuito Interior 413,Santa Catarina,Gustavo A. Madero,Ciudad de México,11040,2024-08-04
7663,Eje Central 278,Culhuacán,Tlalpan,Ciudad de México,14250,2024-12-31
7664,Calz. de la Viga 306,Agrícola Oriental,Coyoacán,Ciudad de México,12250,2024-10-23
7665,Eje 6 Sur 564,Pedregal,Gustavo A. Madero,Ciudad de México,16040,2024-09-16
7666,Calle 16 de Septiembre 413 Int. 8,Jardines del Pedregal,Cuajimalpa,Ciudad de México,09100,2024-10-05
7667,Eje 1 Poniente 752,Irrigación,Miguel Hidalgo,Ciudad de México,09500,2025-01-16
7668,Calle Uruguay 206 Int. 11,General Anaya,Miguel Hidalgo,Ciudad de México,14050,2024-07-02
7669,Eje 6 Sur 273 Int. 14,Anzures,Tlalpan,Ciudad de México,15080,2024-10-05
7670,Eje 4 Sur 931,Guerrero,Venustiano Carranza,Ciudad de México,11800,2024-08-16
7671,Av. Hidalgo 132 Int. 2,Moctezuma,Magdalena Contreras,Ciudad de México,06300,2024-08-19
7672,Calle Pino Suárez 761,Mixcoac,Benito Juárez,Ciudad de México,09400,2024-06-15
7673,Calle Pitágoras 451,Magdalena Contreras,La Paz,Estado de México,50090,2024-12-05
7674,Av. Canal de Miramontes 235,Buenos Aires,Xochimilco,Ciudad de México,06010,2024-08-13
7675,Av. Reforma 188,Tláhuac,Benito Juárez,Ciudad de México,07100,2024-07-30
7676,Calle Uruguay 75 Int. 19,Santa María la Ribera,Metepec,Estado de México,55130,2024-08-10
7677,Calle Correo Mayor 986 Int. 2,Pedregal,Cuajimalpa,Ciudad de México,06170,2024-08-08
7678,Calle 16 de Septiembre 607,San Lorenzo Tezonco,Huixquilucan,Estado de México,55056,2024-09-29
7679,Av. Aztecas 198 Int. 20,Coyoacán,Cuajimalpa,Ciudad de México,11440,2024-12-28
7680,Av. Juárez 571 Int. 7,Guerrero,Cuajimalpa,Ciudad de México,15500,2024-07-23
7681,Av. Reforma 202,Polanco,Gustavo A. Madero,Ciudad de México,09856,2024-11-10
7682,Av. Tláhuac 853,Lindavista,Cuajimalpa,Ciudad de México,13360,2024-08-20
7683,Periférico Norte 221 Int. 11,Pantitlán,Cuauhtémoc,Ciudad de México,14410,2024-09-29
7684,Calle Moneda 935 Int. 16,Churubusco,Benito Juárez,Ciudad de México,11850,2024-09-09
7685,Calle Bolívar 925 Int. 10,Escandón,Centro,Sinaloa,38667,2025-01-31
7686,Viaducto Miguel Alemán 124 Int. 1,Tacubaya,Azcapotzalco,Ciudad de México,07500,2024-12-03
7687,Av. Coyoacán 57,Pedregal,Tláhuac,Ciudad de México,15800,2025-01-22
7688,Eje 7 Sur 196,Xochimilco,Tlalpan,Ciudad de México,15060,2024-10-10
7689,Periférico Sur 286,Granada,Metepec,Estado de México,55367,2024-07-28
7690,Calle Pino Suárez 935 Int. 17,Tepito,Gustavo A. Madero,Ciudad de México,14000,2024-11-04
7691,Calz. de la Viga 27,Mixcoac,Metepec,Estado de México,56305,2024-07-27
7692,Periférico Sur 49 Int. 4,Roma Sur,Álvaro Obregón,ciudad de méxico,02080,2024-08-27
7693,Calle Euler 723,Industrial Vallejo,Iztapalapa,Ciudad de México,09080,2024-12-30
7694,Eje 2 Poniente 46 Int. 7,Tláhuac,Centro,Nayarit,50671,2024-07-03
7695,Viaducto Miguel Alemán 385 Int. 3,Magdalena Contreras,Centro,Tlaxcala,32139,2024-07-08
7696,Av. Tlalpan 107 Int. 9,Granada,Tlalpan,Ciudad de México,0320,2025-01-20
7697,Periférico Norte 41 Int. 8,Coyoacán,Xochimilco,Ciudad de México,16060,2024-10-22
7698,Calle 5 de Mayo 623,coapa,Benito Juárez,Ciudad de México,09530,2024-10-31
7699,Calle República de Cuba 508,Condesa,Milpa Alta,Ciudad de México,12400,2025-02-14
7700,Av. División del Norte 829 Int. 8,Industrial Vallejo,Tláhuac ,Ciudad de México,15610,2024-07-07
7701,Calle 5 de Mayo 431,General Anaya,Benito Juárez,Ciudad de México,07600,2024-08-12
7702,Calle 16 de Septiembre 280,Irrigación,Cuauhtémoc,Ciudad de México,09910,2024-11-09
